T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
AC'+AB'D', [([], '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,10
AD'+AB'C', [([], '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,10
BC'+A'BD', [([], '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '0')],5,10
BD'+A'BC', [([], '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '0')],5,10
CD+ABC', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'B'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C'), '0')],5,11
CD+ABD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'B'), '1'), (('C', 'D'), '1'), (('A', 'B', 'D'), '0')],5,11
BD+AB'C, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C'), '0')],5,11
AC+A'BD, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,11
BD+ACD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'D'), '1'), (('A', 'C', 'D'), '0')],5,11
AD+A'BC, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],5,11
BC+AB'D, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '1'), (('A', 'B', 'D'), '0')],5,11
BC+AC'D, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '1'), (('A', 'C', 'D'), '0')],5,11
AD'+A'BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
BD'+AB'C, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'D'), '0'), (('A', 'B', 'C', 'D'), '0')],5,11
CD'+ABC', [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), (('A', 'B'), '1'), (('C', 'D'), '0'), (('A', 'B', 'C', 'D'), '0')],5,11
B'C+AC'D', [([], '0'), ('A', '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'D'), '0'), (('A', 'B', 'C'), '0')],5,11
B'D+AC'D', [([], '0'), ('A', '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,11
A'+B'+CD', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
A'+B'+C'D, [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
A'+C'+BD', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
A'+C'+B'D, [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
B'C'+ACD', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
A'+D'+BC', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
A'+D'+B'C, [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
B'D'+AC'D, [([], '1'), ('A', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
C'D'+AB'D, [([], '1'), ('A', '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
B'+C'+AD', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
B'+C'+A'D, [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
B'+D'+AC', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
B'+D'+A'C, [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
C'D'+A'BD, [([], '1'), ('B', '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
C'+D'+AB', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
C'+D'+A'B, [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
AC'+ABD', [([], '0'), ('A', '1'), ('B', '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
AD'+ABC', [([], '0'), ('A', '1'), ('B', '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
AB'+ACD', [([], '0'), ('A', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
AD'+AB'C, [([], '0'), ('A', '1'), ('C', '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
AB'+AC'D, [([], '0'), ('A', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
AC'+AB'D, [([], '0'), ('A', '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
BC'+ABD', [([], '0'), ('A', '0'), ('B', '1'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
BD'+ABC', [([], '0'), ('A', '0'), ('B', '1'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
CD'+AB'C, [([], '0'), ('A', '0'), ('C', '1'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
BD'+A'BC, [([], '0'), ('B', '1'), ('C', '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
BC'+A'BD, [([], '0'), ('B', '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
CD'+A'BC, [([], '0'), ('B', '0'), ('C', '1'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
B'C'+ABD, [([], '1'), ('A', '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '0')],5,11
B'C'+AB'D, [([], '1'), ('A', '1'), (('A', 'C'), '0'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '1')],5,11
B'D'+AB'C, [([], '1'), ('A', '1'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '1')],5,11
B'C'+A'CD, [([], '1'), ('A', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,11
A'+BD'+CD', [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,11
A'+BC'+C'D, [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,11
A'+BD+CD', [([], '1'), ('A', '0'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '0')],5,11
A'+BC+C'D, [([], '1'), ('A', '0'), (('A', 'B'), '0'), (('A', 'D'), '1'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '0')],5,11
A'+BC+B'D, [([], '1'), ('A', '0'), (('A', 'C'), '0'), (('A', 'D'), '1'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '0')],5,11
A'C'+ABD, [([], '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
B'+AD'+CD', [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '0')],5,11
B'+AC'+C'D, [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '0')],5,11
B'+AD+CD', [([], '1'), ('B', '0'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
B'+AC+C'D, [([], '1'), ('B', '0'), (('A', 'B'), '0'), (('B', 'D'), '1'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,11
A'B'+BCD', [([], '1'), ('B', '0'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,11
A'B'+BC'D, [([], '1'), ('B', '0'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
B'+AC+A'D, [([], '1'), ('B', '0'), (('B', 'C'), '0'), (('B', 'D'), '1'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '0')],5,11
A'C'+BCD', [([], '1'), ('C', '0'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,11
C'+AD'+BD', [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '0')],5,11
C'+AB'+B'D, [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '0')],5,11
C'+AD+BD', [([], '1'), ('C', '0'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
C'+AB+B'D, [([], '1'), ('C', '0'), (('A', 'C'), '0'), (('C', 'D'), '1'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,11
C'D'+ABC', [([], '1'), ('C', '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '1')],5,11
A'C'+B'CD, [([], '1'), ('C', '0'), (('A', 'D'), '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
C'+AB+A'D, [([], '1'), ('C', '0'), (('B', 'C'), '0'), (('C', 'D'), '1'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '0')],5,11
A'D'+ABC, [([], '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,11
B'D'+ABC, [([], '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '0')],5,11
A'D'+BC'D, [([], '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
C'D'+ABC, [([], '1'), ('D', '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '0')],5,11
A'D'+B'CD, [([], '1'), ('D', '0'), (('A', 'C'), '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
D'+AC'+BC', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '0')],5,11
D'+AB'+B'C, [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '0')],5,11
D'+AC+BC', [([], '1'), ('D', '0'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
D'+AB+B'C, [([], '1'), ('D', '0'), (('A', 'D'), '0'), (('C', 'D'), '1'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
B'D'+A'CD, [([], '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,11
D'+AB+A'C, [([], '1'), ('D', '0'), (('B', 'D'), '0'), (('C', 'D'), '1'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '0')],5,11
A'B+BC'D', [([], '0'), ('A', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,11
A'C+B'CD', [([], '0'), ('A', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,11
CD'+A'B'C, [([], '0'), ('A', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '0')],5,11
BC'+ACD, [([], '0'), ('B', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
B'C+A'CD', [([], '0'), ('B', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '0')],5,11
B'C+ABD, [([], '0'), ('C', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
A'C+ABD, [([], '0'), ('C', '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '0')],5,11
B'D+ABC, [([], '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,11
A'D+ABC, [([], '0'), ('D', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '0')],5,11
A'+BC'+BD', [([], '1'), ('A', '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
A'+B'C+BD', [([], '1'), ('A', '0'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
B'+AC'+AD', [([], '1'), ('B', '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
B'+A'C+AD', [([], '1'), ('B', '0'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
C'+AB'+AD', [([], '1'), ('C', '0'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
C'+A'B+AD', [([], '1'), ('C', '0'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
D'+AB'+AC', [([], '1'), ('D', '0'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
D'+A'B+AC', [([], '1'), ('D', '0'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,11
A'+BCD', [([], '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
A'+BC'D, [([], '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
B'+ACD', [([], '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
B'+AC'D, [([], '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
A'+B'CD, [([], '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
C'+ABD', [([], '1'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
C'+AB'D, [([], '1'), (('A', 'C'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
D'+ABC', [([], '1'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
D'+AB'C, [([], '1'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
B'+A'CD, [([], '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
C'+A'BD, [([], '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
D'+A'BC, [([], '1'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],4,11
A'+BC+BD, [([], '1'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '0')],5,11
B'+AC+AD, [([], '1'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
C'+AB+AD, [([], '1'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
D'+AB+AC, [([], '1'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,11
A'B+B'CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,12
A'C+BC'D, [([], '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,12
A'D+BCD', [([], '0'), ('B', '0'), ('C', '0'), ('D', '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],5,12
A'+BC+B'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '0')],5,12
B'+AC+A'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,12
A'+BC+C'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '0')],5,12
A'+B'D+C'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '1')],5,12
A'+BC'+C'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '1')],5,12
C'+AB+A'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,12
A'+B'C+C'D', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '1')],5,12
D'+AB+A'C', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,12
B'+AC+C'D', [([], '1'), ('B', '1'), ('C', '1'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '0')],5,12
B'+A'D+C'D', [([], '1'), ('B', '1'), ('C', '1'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,12
C'+AB+B'D', [([], '1'), ('B', '1'), ('C', '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '0')],5,12
C'+A'D+B'D', [([], '1'), ('B', '1'), ('C', '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,12
B'+AC'+C'D', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '1')],5,12
C'+AB'+B'D', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '1')],5,12
B'+A'C+C'D', [([], '1'), ('B', '1'), ('D', '1'), (('A', 'B'), '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '1')],5,12
D'+AB+B'C', [([], '1'), ('B', '1'), ('D', '1'), (('A', 'D'), '1'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '0')],5,12
D'+A'C+B'C', [([], '1'), ('B', '1'), ('D', '1'), (('A', 'D'), '1'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,12
D'+AB'+B'C', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '1')],5,12
